income_regions,income_year,income_age_group,income_value
Gisborne/Hawkes Bay Regions,2002,65 plus,269
Gisborne/Hawkes Bay Regions,2003,65 plus,278
Gisborne/Hawkes Bay Regions,2004,65 plus,290
Gisborne/Hawkes Bay Regions,2005,65 plus,325
Gisborne/Hawkes Bay Regions,2006,65 plus,316
Gisborne/Hawkes Bay Regions,2007,65 plus,336
Gisborne/Hawkes Bay Regions,2008,65 plus,335
Gisborne/Hawkes Bay Regions,2009,65 plus,355
Gisborne/Hawkes Bay Regions,2010,65 plus,421
Gisborne/Hawkes Bay Regions,2011,65 plus,458
Gisborne/Hawkes Bay Regions,2012,65 plus,475
Gisborne/Hawkes Bay Regions,2013,65 plus,419
Gisborne/Hawkes Bay Regions,2014,65 plus,452
Gisborne/Hawkes Bay Regions,2015,65 plus,471
Gisborne/Hawkes Bay Regions,2016,65 plus,543
Gisborne/Hawkes Bay Regions,2017,65 plus,549
Gisborne/Hawkes Bay Regions,2018,65 plus,575
Gisborne/Hawkes Bay Regions,2019,65 plus,553
Gisborne/Hawkes Bay Regions,2020,65 plus,590
Taranaki Region,1998,65 plus,228
Taranaki Region,1999,65 plus,229
Taranaki Region,2000,65 plus,232
Taranaki Region,2001,65 plus,270
Taranaki Region,2002,65 plus,294
Taranaki Region,2003,65 plus,276
Taranaki Region,2004,65 plus,283
Taranaki Region,2005,65 plus,297
Taranaki Region,2006,65 plus,331
Taranaki Region,2007,65 plus,363
Taranaki Region,2008,65 plus,366
Taranaki Region,2009,65 plus,353
Taranaki Region,2010,65 plus,434
Taranaki Region,2011,65 plus,417
Taranaki Region,2012,65 plus,484
Taranaki Region,2013,65 plus,500
Taranaki Region,2014,65 plus,540
Taranaki Region,2015,65 plus,597
Taranaki Region,2016,65 plus,508
Taranaki Region,2017,65 plus,560
Taranaki Region,2018,65 plus,580
Taranaki Region,2019,65 plus,576
Taranaki Region,2020,65 plus,524
Manawatu-Wanganui Region,1998,65 plus,229
Manawatu-Wanganui Region,1999,65 plus,226
Manawatu-Wanganui Region,2000,65 plus,243
Manawatu-Wanganui Region,2001,65 plus,258
Manawatu-Wanganui Region,2002,65 plus,255
Manawatu-Wanganui Region,2003,65 plus,261
Manawatu-Wanganui Region,2004,65 plus,281
Manawatu-Wanganui Region,2005,65 plus,292
Manawatu-Wanganui Region,2006,65 plus,322
Manawatu-Wanganui Region,2007,65 plus,324
Manawatu-Wanganui Region,2008,65 plus,343
Manawatu-Wanganui Region,2009,65 plus,377
Manawatu-Wanganui Region,2010,65 plus,397
Manawatu-Wanganui Region,2011,65 plus,427
Manawatu-Wanganui Region,2012,65 plus,455
Manawatu-Wanganui Region,2013,65 plus,433
Manawatu-Wanganui Region,2014,65 plus,440
Manawatu-Wanganui Region,2015,65 plus,461
Manawatu-Wanganui Region,2016,65 plus,487
Manawatu-Wanganui Region,2017,65 plus,492
Manawatu-Wanganui Region,2018,65 plus,498
Manawatu-Wanganui Region,2019,65 plus,506
Manawatu-Wanganui Region,2020,65 plus,578
Wellington Region,1998,65 plus,250
Wellington Region,1999,65 plus,234
Wellington Region,2000,65 plus,244
Wellington Region,2001,65 plus,257
Wellington Region,2002,65 plus,270
Wellington Region,2003,65 plus,281
Wellington Region,2004,65 plus,286
Wellington Region,2005,65 plus,303
Wellington Region,2006,65 plus,340
Wellington Region,2007,65 plus,353
Wellington Region,2008,65 plus,360
Wellington Region,2009,65 plus,413
Wellington Region,2010,65 plus,390
Wellington Region,2011,65 plus,433
Wellington Region,2012,65 plus,474
Wellington Region,2013,65 plus,450
Wellington Region,2014,65 plus,547
Wellington Region,2015,65 plus,495
Wellington Region,2016,65 plus,535
Wellington Region,2017,65 plus,591
Wellington Region,2018,65 plus,552
Wellington Region,2019,65 plus,610
Wellington Region,2020,65 plus,605
Nelson/Tasman/Marlborough/West Coast Regions,1998,65 plus,215
Nelson/Tasman/Marlborough/West Coast Regions,1999,65 plus,222
Nelson/Tasman/Marlborough/West Coast Regions,2000,65 plus,242
Nelson/Tasman/Marlborough/West Coast Regions,2001,65 plus,246
Nelson/Tasman/Marlborough/West Coast Regions,2002,65 plus,259
Nelson/Tasman/Marlborough/West Coast Regions,2003,65 plus,263
Nelson/Tasman/Marlborough/West Coast Regions,2004,65 plus,274
Nelson/Tasman/Marlborough/West Coast Regions,2005,65 plus,294
Nelson/Tasman/Marlborough/West Coast Regions,2006,65 plus,292
Nelson/Tasman/Marlborough/West Coast Regions,2007,65 plus,319
Nelson/Tasman/Marlborough/West Coast Regions,2008,65 plus,343
Nelson/Tasman/Marlborough/West Coast Regions,2009,65 plus,373
Nelson/Tasman/Marlborough/West Coast Regions,2010,65 plus,389
Nelson/Tasman/Marlborough/West Coast Regions,2011,65 plus,393
Nelson/Tasman/Marlborough/West Coast Regions,2012,65 plus,433
Nelson/Tasman/Marlborough/West Coast Regions,2013,65 plus,466
Nelson/Tasman/Marlborough/West Coast Regions,2014,65 plus,445
Nelson/Tasman/Marlborough/West Coast Regions,2015,65 plus,433
Nelson/Tasman/Marlborough/West Coast Regions,2016,65 plus,535
Nelson/Tasman/Marlborough/West Coast Regions,2017,65 plus,467
Nelson/Tasman/Marlborough/West Coast Regions,2018,65 plus,571
Nelson/Tasman/Marlborough/West Coast Regions,2019,65 plus,676
Nelson/Tasman/Marlborough/West Coast Regions,2020,65 plus,566
Canterbury Region,1998,65 plus,225
Canterbury Region,1999,65 plus,225
Canterbury Region,2000,65 plus,245
Canterbury Region,2001,65 plus,255
Canterbury Region,2002,65 plus,274
Canterbury Region,2003,65 plus,284
Canterbury Region,2004,65 plus,316
Canterbury Region,2005,65 plus,304
Canterbury Region,2006,65 plus,312
Canterbury Region,2007,65 plus,328
Canterbury Region,2008,65 plus,325
Canterbury Region,2009,65 plus,392
Canterbury Region,2010,65 plus,390
Canterbury Region,2011,65 plus,434
Canterbury Region,2012,65 plus,419
Canterbury Region,2013,65 plus,453
Canterbury Region,2014,65 plus,463
Canterbury Region,2015,65 plus,490
Canterbury Region,2016,65 plus,504
Canterbury Region,2017,65 plus,543
Canterbury Region,2018,65 plus,549
Canterbury Region,2019,65 plus,564
Canterbury Region,2020,65 plus,613
Otago Region,1998,65 plus,213
Otago Region,1999,65 plus,244
Otago Region,2000,65 plus,238
Otago Region,2001,65 plus,237
Otago Region,2002,65 plus,279
Otago Region,2003,65 plus,259
Otago Region,2004,65 plus,290
Otago Region,2005,65 plus,300
Otago Region,2006,65 plus,306
Otago Region,2007,65 plus,312
Otago Region,2008,65 plus,336
Otago Region,2009,65 plus,336
Otago Region,2010,65 plus,382
Otago Region,2011,65 plus,425
Otago Region,2012,65 plus,460
Otago Region,2013,65 plus,433
Otago Region,2014,65 plus,472
Otago Region,2015,65 plus,443
Otago Region,2016,65 plus,438
Otago Region,2017,65 plus,532
Otago Region,2018,65 plus,577
Otago Region,2019,65 plus,524
Otago Region,2020,65 plus,559
Southland Region,1998,65 plus,239
Southland Region,1999,65 plus,225
Southland Region,2000,65 plus,229
Southland Region,2001,65 plus,265
Southland Region,2002,65 plus,268
Southland Region,2003,65 plus,266
Southland Region,2004,65 plus,265
Southland Region,2005,65 plus,316
Southland Region,2006,65 plus,333
Southland Region,2007,65 plus,324
Southland Region,2008,65 plus,357
Southland Region,2009,65 plus,369
Southland Region,2010,65 plus,411
Southland Region,2011,65 plus,442
Southland Region,2012,65 plus,445
Southland Region,2013,65 plus,415
Southland Region,2014,65 plus,468
Southland Region,2015,65 plus,542
Southland Region,2016,65 plus,534
Southland Region,2017,65 plus,581
Southland Region,2018,65 plus,498
Southland Region,2019,65 plus,660
Southland Region,2020,65 plus,697
